quanta_author,quanta_pub_date,quanta_title,arxiv_id,title,authors,original_submission_date,most_recent_update_date,primary_subject,secondary_subject,primary-MSC,secondary_MSC
['Steve Nadis'],2022-02-08,An Ancient Geometry Problem Falls to New Mathematical Techniques,2202.01412,Circle Squaring with Pieces of Small Boundary and Low Borel Complexity,"['Pikhurko, Oleg', 'Noel, Jonathan A.', 'Máthé, András']",2022/02/03,2022/04/16,['Metric Geometry (math.MG)'],['Combinatorics (math.CO)'],[],[]
['Steve Nadis'],2022-02-08,An Ancient Geometry Problem Falls to New Mathematical Techniques,1601.02958,Measurable equidecompositions for group actions with an expansion property,"['Pikhurko, Oleg', 'Máthé, András', 'Grabowski, Łukasz']",2016/01/12,2020/09/25,['Metric Geometry (math.MG)'],"['Combinatorics (math.CO)', 'Dynamical Systems (math.DS)']","Primary 03E15, 28A05, Secondary 26E60, 28D15, 37A15, 54H05",[]
['Thomas Lewton'],2020-07-23,How Bits of Quantum Gravity Can Buzz,1602.03840,Properties of the Binary Black Hole Merger GW150914,"['Adams, C.', 'Coward, D. M.', 'Barclay, S. E.', 'Gennai, A.', 'Hanks, J.', 'Masserot, A.', 'Hollitt, S. E.', 'Papa, M. A.', 'Anderson, W. G.', 'Read, J.', 'Aiello, L.', 'Vinet, J. -Y.', 'Bersanetti, D.', 'Worden, J.', 'Evans, M.', 'Franco, S.', 'Kehl, M. S.', 'Zweizig, J.', 'Losurdo, G.', 'Danzmann, K.', 'Yvert, M.', 'Márka, Z.', 'Leavey, S.', 'Paris, H. R.', 'Pfeiffer, H. P.', 'Miller, J.', 'Stuver, A. L.', 'Salconi, L.', 'Berry, C. P. L.', 'Agatsuma, K.', 'Sevigny, A.', 'Vedovato, G.', 'Stephens, B. C.', 'Isac, J. -M.', 'Singh, R.', 'Heptonstall, A. W.', 'Glaefke, A.', 'Gair, J. R.', 'Vasúth, M.', 'Buonanno, A.', 'Hild, S.', 'Allen, B.', 'Mytidis, A.', 'Pekowsky, L.', 'MacInnis, M.', 'Chow, J. H.', 'Blair, R. M.', 'Sigg, D.', 'Levine, B. M.', 'Fournier, J. -D.', 'Heintze, M. C.', 'Tse, M.', 'Popolizio, P.', 'Pannarale, F.', 'Corsi, A.', 'Hannam, M. D.', 'Bhagwat, S.', 'Cavaglià, M.', 'Mangano, V.', 'Mukherjee, D.', 'Roma, V. J.', 'Sadeghian, L.', 'Klimenko, S.', 'Yu, H.', 'zny, A. Zadro.', 'Mours, B.', 'Luo, J.', 'Bouffanais, Y.', 'Berger, B. K.', 'Aguiar, O. D.', 'Gill, K.', 'McClelland, D. E.', 'Poggiani, R.', 'Cook, D.', 'Thirugnanasambandam, M. P.', 'Sun, L.', 'Downes, T. P.', 'Lousto, C. O.', 'Shapiro, B.', 'Broeck, C. Van Den', 'Wade, A. R.', 'Bisht, A.', 'Leroy, N.', 'Sheperd, A.', 'Raab, F. J.', 'Buikema, A.', 'Wallace, L.', 'Hart, M. J.', 'Caride, S.', 'Thomas, E. G.', 'White, D. J.', 'Kang, G.', 'Merilh, E.', 'Vajente, G.', 'Callister, T.', 'Coughlin, S. B.', 'Pinto, I. M.', 'Walker, M.', 'Gray, C.', 'Frasconi, F.', 'Qi, H.', 'Ricci, F.', 'Millhouse, M.', 'Teukolsky, S.', 'Sintes, A. M.', 'Lee, C. H.', 'Prijatelj, M.', 'Steinmeyer, D.', 'Di Pace, S.', 'Kumar, P.', 'Rapagnani, P.', 'Mezzani, F.', 'Punturo, M.', 'Schreiber, E.', 'Urban, A. L.', 'Jones, R.', 'Ju, L.', 'Wu, G.', 'Chao, S.', 'Eichholz, J.', 'Zucker, M. E.', 'Jones, D. I.', 'Di Lieto, A.', 'Owen, B. J.', 'Raja, S.', 'Merzougui, M.', 'Tokmakov, K. V.', 'Nolting, D.', 'Daveloza, H. P.', 'the Virgo Collaboration', 'Rakhmanov, M.', 'Bulten, H. J.', 'Strain, K. A.', 'Zlochower, Y.', 'Fritschel, P.', 'Isogai, T.', 'Kidder, L. E.', 'Aulbert, C.', 'Pankow, C.', 'Smith, R. J. E.', 'Kim, C.', 'Dereli, H.', 'Abbott, R.', 'DeBra, D.', 'Craig, K.', 'Du, Z.', 'Cripe, J.', 'Bazzan, M.', 'Lück, H.', 'Töyrä, D.', 'Milano, L.', 'Ballmer, S. W.', 'Lantz, B.', 'Drever, R. W. P.', 'Garufi, F.', 'Shao, Z.', 'Singer, A.', 'Haney, M.', 'Cavalieri, R.', 'Whiting, B. F.', 'Matone, L.', 'Cadonati, L.', 'Bock, O.', 'Brand, J. F. J. van den', 'Sandeen, B.', 'Parker, W.', 'Palamos, J. R.', 'Cheng, C.', 'Montani, M.', 'Brockill, P.', 'Cepeda, C. B.', 'Zhou, M.', 'Araya, M. C.', 'Gupta, M. K.', 'Williamson, A. R.', 'Mukherjee, Arunava', 'Mueller, G.', 'Huttner, S. H.', 'Betzwieser, J.', 'Clara, F.', 'Rüdiger, A.', 'Naticchioni, L.', 'Pai, A.', 'The LIGO Scientific Collaboration', 'Bergmann, G.', 'Passuello, D.', 'Ryan, K.', 'Silva, A. D.', 'Fiori, I.', 'Bejger, M.', 'Gorodetsky, M. L.', 'Hall, E. D.', 'Lundgren, A. P.', 'Fehrmann, H.', 'Frey, R.', 'Manske, M.', 'Minenkov, Y.', 'Behnke, B.', 'Sutton, P. J.', 'Debreczeni, G.', 'Jani, K.', 'Królak, A.', 'Brown, D. D.', 'Zhu, X. J.', 'Clark, M.', 'Dolique, V.', 'Germain, V.', 'Steinlechner, S.', 'Murray, P. G.', 'Haughian, K.', 'Strigin, S.', 'Miao, H.', 'Fafone, V.', 'Lenon, A.', 'Bogan, C.', 'McIntyre, G.', 'Goetz, E.', 'King, P. J.', 'Pai, S. A.', 'Isi, M.', 'De Rosa, R.', 'Predoi, V.', 'Rocchi, A.', 'Cortese, S.', 'Howell, E. J.', 'Rew, H.', 'Holz, D. E.', 'Torres, C. V.', 'Mitselmakher, G.', 'Kuo, L.', 'Lasky, P. D.', 'McManus, D. J.', 'Normandin, M. E.', 'Warner, J.', 'Moggi, A.', 'Lackey, B. D.', 'Kanner, J. B.', 'Arun, K. G.', 'Oppermann, P.', 'Smith, J. R.', 'Cerretani, G.', 'Wittel, H.', 'Sequino, V.', 'Lee, H. K.', 'Buchanan, C. C.', 'Thorne, K. A.', 'Markosyan, A. S.', 'Bond, C.', 'Saulson, P. R.', 'Robie, R.', 'Indik, N.', 'Fidecaro, F.', 'Cowan, E. E.', 'Sadecki, T.', 'Steinlechner, J.', 'Marchesoni, F.', 'Heidmann, A.', 'Lazzarini, A.', 'Brown, D. A.', 'Darman, N. S.', 'Mandic, V.', 'Shawhan, P.', 'Wade, L. E.', 'Mageswaran, M.', 'Daw, E. J.', 'Dave, I.', 'Arai, K.', 'Schmidt, J.', 'Huang, S.', 'Martynov, D. V.', 'Blair, D. G.', 'Hosken, D. J.', 'Torrie, C. I.', 'Usman, S. A.', 'Brisson, V.', 'Brooks, A. F.', 'Steinke, M.', 'Billingsley, G.', 'Reitze, D. H.', 'DeRosa, R. T.', 'Lord, J. E.', 'Theeg, T.', 'Kelley, D. B.', 'Matichard, F.', 'Lange, J.', 'Kaufer, S.', 'Schutz, B. F.', 'Voss, D.', 'Singhal, A.', 'Bogaert, G.', 'Baker, P. T.', 'Mavalvala, N.', 'Vine, D. J.', 'Hello, P.', 'Key, J. S.', 'Ghosh, Archisman', 'Mitrofanov, V. P.', 'Qin, J.', 'Macleod, D. M.', 'Deléglise, S.', 'van Beuzekom, M.', 'Birch, J.', 'Aggarwal, N.', 'Chan, M.', 'Vousden, W. D.', 'Hanson, J.', 'Mazumder, N.', 'Hemberger, D. A.', 'Kim, Nam-Gyu', 'Korobko, M.', 'Piccinni, O.', 'George, J.', 'Privitera, S.', 'Robertson, N. A.', 'Coulon, J. -P.', 'Fan, X.', 'Clark, J. A.', 'Houston, E. A.', 'Mueller, C. L.', 'Aston, S. M.', 'Weinstein, A. J.', 'Brügmann, B.', 'Ballardin, G.', 'Bulik, T.', 'Nardecchia, I.', 'Heng, I. S.', 'Raymond, V.', 'van der Sluys, M. V.', 'Chincarini, A.', 'Bonnand, R.', 'Traylor, G.', 'Di Fiore, L.', 'Hough, J.', 'Kokeyama, K.', 'Khan, S.', 'Agathos, M.', 'Whelan, J. T.', 'Stone, R.', 'Vinciguerra, S.', 'Pele, A.', 'Wimmer, M. H.', 'Koehlenbeck, S. M.', 'McWilliams, S. T.', 'Chiummo, A.', 'Frei, Z.', 'Bacon, P.', 'Baldaccini, F.', 'Cornish, N.', 'Engels, W.', 'Mitra, S.', 'Turconi, M.', 'Raffai, P.', 'Pedraza, M.', 'Mercer, R. A.', 'Welborn, T.', 'Barsotti, L.', 'Pedurand, R.', 'Shoemaker, D. M.', 'Zanolin, M.', 'Mittleman, R.', 'Majorana, E.', 'Oh, J. J.', 'Mukund, N.', 'Wang, G.', 'Grunewald, S.', 'DÁntonio, S.', 'Zhao, C.', 'Meadors, G. D.', 'Strauss, N. A.', 'Singh, A.', 'Wang, H.', 'Gatto, A.', 'Doravari, S.', 'Goetz, R.', 'Ehrens, P.', 'Gustafson, R.', 'Schmidt, P.', 'Szilagyi, B.', 'Moreno, G.', 'Hofman, D.', 'Johnson, W. W.', 'Zhang, F.', 'Was, M.', 'Harry, I. W.', 'Di Palma, I.', 'Lombardi, A. L.', 'Romano, R.', 'Murphy, D. J.', 'Tacca, M.', 'Korth, W. Z.', 'Degallaix, J.', 'Michel, C.', 'Gras, S.', 'Fang, Q.', 'Kim, Y. -M.', 'Cleva, F.', 'Arnaud, N.', 'Landry, M.', 'Gemme, G.', 'Gaonkar, S. G.', 'Coyne, R.', 'Quintero, E. A.', 'van Veggel, A. A.', 'Pinard, L.', 'Paoletti, F.', 'Thomas, P.', 'Gaebel, S. M.', 'Katzman, W.', 'Bohe, A.', 'Charlton, P.', 'Magaña-Sandoval, F.', 'Davies, G. S.', 'Huynh-Dinh, T.', 'Wang, M.', 'Boer, M.', 'Bell, C. J.', 'Ducrot, M.', 'Drago, M.', 'Coccia, E.', 'Oberling, J.', 'Pierro, V.', 'Boyle, M.', 'Thomas, M.', 'Hacker, J. J.', 'Chung, S.', 'Hu, Y. M.', 'Dhurandhar, S.', 'Ackley, K.', 'Meacher, D.', 'Dojcinoski, G.', 'Chen, Y.', 'Romanov, G.', 'Powell, J.', 'Bell, A. S.', 'Bizouard, M. A.', 'Bodiya, T. P.', 'Grote, H.', 'Biwer, C.', 'Islas, G.', 'Mullavey, A.', 'Perreca, A.', 'Prokhorov, L.', 'Reid, S.', 'Granata, M.', 'Cella, G.', 'Souradeep, T.', 'Malvezzi, V.', 'Stevenson, S. P.', 'Wette, K.', 'Cowart, M. J.', 'Shahriar, M. S.', 'Kleybolte, L.', ""O'Shaughnessy, R."", 'Kozak, D. B.', 'Wen, L.', 'Barker, D.', 'Bhandare, R.', 'van der Schaaf, L.', 'Vander-Hyde, D. C.', 'Giaime, J. A.', 'Scott, J.', 'Woan, G.', 'Sammut, L.', 'Sentenac, D.', 'Keitel, D.', 'Jang, H.', 'Ottaway, D. J.', 'Yancey, C. C.', 'MacDonald, T.', 'van Bakel, N.', 'Christensen, N.', 'Frolov, V. V.', 'Mendell, G.', 'Moore, B. C.', 'McIver, J.', 'Muir, A. W.', 'Farr, B.', 'Flaminio, R.', 'Samajdar, A.', 'Fricke, T. T.', 'Chalermsongsak, T.', 'Schale, P.', 'Sellers, D.', 'Eikenberry, S. S.', 'Khan, I.', 'Tiwari, V.', 'Trifirò, D.', 'Tringali, M. C.', 'Hopkins, P.', 'McGuire, S. C.', 'Barsuglia, M.', 'Robinet, F.', 'Pascucci, D.', 'Freise, A.', 'Valdes, G.', 'Abbott, T. D.', 'Hall, B. R.', 'Nissanke, S.', 'Wang, Y.', 'Taracchini, A.', 'Greco, G.', 'Mikhailov, E. E.', 'Slagmolen, B. J. J.', 'Massinger, T. J.', 'Bloemen, S.', 'Zevin, M.', 'Piergiovanni, F.', 'Crowder, S. G.', 'Chamberlin, S. J.', 'Fauchon-Jones, E.', 'Letendre, N.', 'Sawadsky, A.', 'Basti, A.', 'Taylor, R.', 'Abernathy, M. R.', 'Cahillane, C.', 'Pasqualetti, A.', 'Radkins, H.', 'Shah, S.', 'Oliver, M.', 'Bassiri, R.', 'Etzel, T.', 'Fyffe, M.', ""O'Reilly, B."", 'Razzano, M.', 'Middleton, H.', 'De Laurentis, M.', 'Gustafson, E. K.', 'Pal-Singh, A.', 'Frey, V.', 'Cho, H. S.', 'Kells, W.', 'Calloni, E.', 'Frasca, S.', 'Harry, G. M.', 'Leonardi, M.', 'Re, V.', 'Williams, R. D.', 'Kalaghatgi, C. V.', 'Weinert, M.', 'Kuehn, G.', 'Fisher, R. P.', 'Fulda, P.', 'Karki, S.', 'Scott, S. M.', 'Khazanov, E. A.', 'Nielsen, A. B.', 'Barone, F.', 'Kijbunchoo, N.', 'Yablon, J.', 'Scheel, M. A.', 'Gosselin, M.', 'Schuette, D.', 'Masso-Reid, M.', 'Savage, R. L.', 'Jaranowski, P.', 'Everett, R.', 'Prodi, G. A.', 'Marx, J. N.', 'Kawabe, K.', 'Post, A.', 'Zhang, Y.', 'Baiardi, L. Cerboni', 'Willis, J. L.', 'Kalogera, V.', 'Huet, D.', 'Cannon, K. C.', 'Hardwick, T.', 'Camp, J. B.', 'Zhang, L.', 'Tiwari, S.', 'Bertolini, A.', 'Nedkova, K.', 'Puncken, O.', 'Johnson-McDaniel, N. K.', 'Cao, J.', 'González, G.', 'Veitch, J.', 'Cesarini, E.', 'Dattilo, V.', 'Ogin, G. H.', 'Barta, D.', 'Birney, R.', 'Mishra, C.', 'Briant, T.', 'Ferreira, E. C.', 'Palashov, O.', 'Fays, M.', 'Sturani, R.', 'Jiménez-Forteza, F.', 'Nguyen, T. T.', 'Pearlstone, B. L.', 'Reed, C. M.', 'Schnabel, R.', 'Lough, J. D.', 'Palomba, C.', 'Anderson, S. B.', 'Pillant, G.', 'Ruggi, P.', 'Cavalier, F.', 'Abbott, B. P.', 'Jacqmin, T.', 'Nitz, A.', 'Rei, L.', 'Gaur, G.', 'Vecchio, A.', 'Batch, J. C.', 'Countryman, S. T.', 'Tarabrin, S. P.', 'Hanke, M. M.', 'Tomlinson, C.', 'Tuyenbayev, D.', 'Brady, P. R.', 'Kéfélian, F.', 'Logue, J.', 'Addesso, P.', 'Schofield, R. M. S.', 'Ashton, G.', 'Sandberg, V.', 'Buskulic, D.', 'Cohadon, P. -F.', 'Yam, W.', 'Bustillo, J. Calderón', 'Prestegard, T.', 'Zuraw, S. E.', 'Loriette, V.', 'Neunzert, A.', 'Premachandra, S. S.', 'Wipf, C. C.', 'Sauter, O.', 'Ajith, P.', 'Prasad, J.', 'Schilling, R.', 'Westphal, T.', 'Guo, X.', 'Inta, R.', 'Lebigot, E. O.', 'Mirshekari, S.', 'Ferrante, I.', 'Salemi, F.', 'Bergman, J.', 'Sergeev, A.', 'Laguna, P.', 'Coughlin, M. W.', 'Ingram, D. R.', 'Kaur, T.', 'Bondu, F.', 'Veitch, P. J.', 'Gossan, S. E.', 'Bitossi, M.', 'Bradaschia, C.', 'Hendry, M.', 'Idrisy, A.', 'Del Pozzo, W.', 'Mandel, I.', 'Morriss, S. R.', 'Mossavi, K.', 'Birnholtz, O.', 'Baune, C.', 'Mason, K.', 'Nocera, F.', 'Setyawati, Y.', 'Aufmuth, P.', 'Barayoga, J. C.', 'Unnikrishnan, C. S.', 'Pitkin, M.', 'Weaver, B.', 'Trozzo, L.', 'Oram, Richard J.', 'Sathyaprakash, B. S.', 'Gabbard, H. A. G.', 'Douglas, R.', 'Lovelace, G.', 'Gergely, L.', 'Puppo, P.', 'Walsh, S.', 'Rosińska, D.', 'Healy, J.', 'Nayak, R. K.', 'Schönbeck, A.', 'Ciani, G.', 'K, Haris', 'Saleem, M.', 'Siemens, X.', 'Capano, C. D.', 'Martin, R. M.', ""O'Dell, J."", 'Venkateswara, K.', 'Gupta, A.', 'Chua, S.', 'Serna, G.', 'Lynch, R.', 'Brinkmann, M.', 'Ast, M.', 'Casentini, C.', 'Straniero, N.', 'Stratta, G.', 'Hughey, B.', 'Bavigadda, V.', 'Bartos, I.', 'Corbitt, T. R.', 'Levin, Y.', 'Castro, J. M. Gonzalez', 'Kandhasamy, S.', 'Eggenstein, H. -B.', 'Kawazoe, F.', 'Farr, W. M.', 'Sachdev, S.', 'Areeda, J. S.', 'McCarthy, R.', 'Grant, A.', 'Costa, C. A.', 'Brau, J. E.', 'Hammond, G.', 'Vardaro, M.', 'Cumming, A.', 'Travasso, F.', 'Kissel, J. S.', 'Libson, A.', 'Patrick, Z.', 'Astone, P.', 'Gordon, N. A.', 'Coyne, D. C.', 'Paoli, A.', 'Tápai, M.', 'Díaz, M. C.', 'Mohapatra, S. R. P.', 'Affeldt, C.', 'Essick, R. C.', 'Lee, K.', 'Braginsky, V. B.', 'Capocasa, E.', 'Summerscales, T. Z.', 'Gammaitoni, L.', 'Gehrels, N.', 'Fejer, M. M.', 'Machenschalk, B.', 'Hoak, D.', 'Röver, C.', 'Khalaidovski, A.', 'Lormand, M.', 'Vañó-Viñuales, A.', 'Zangrando, L.', 'Zendri, J. -P.', 'Verkindt, D.', 'Principe, M.', 'Newton, G.', 'Bose, S.', 'Constancio Jr., M.', 'Heitmann, H.', 'Patricelli, B.', 'Barr, B.', 'Ferrini, F.', 'Adya, V. B.', 'Phelps, M.', 'Regimbau, T.', 'Dooley, K. L.', 'Vyatchanin, S. P.', 'Nelemans, G.', 'Boom, B. A.', 'Evans, T. M.', 'Oelker, E.', 'Li, T. G. F.', 'Pichot, M.', 'Zhou, Z.', 'Conte, A.', 'Mazzolo, G.', 'Boschi, V.', 'Biscans, S.', 'Moore, C. J.', 'Branchesi, M.', 'Martelli, F.', 'Gouaty, R.', 'Singer, L. P.', 'King, E. J.', 'Khalili, F. Y.', 'Chassande-Mottin, E.', 'Shaddock, D. A.', 'Adhikari, R. X.', 'Denker, T.', 'Magee, R. M.', 'Graef, C.', 'Leaci, P.', 'Ascenzi, S.', 'Mantovani, M.', 'Siellez, K.', 'Driggers, J. C.', 'Adams, T.', 'Bozzi, A.', 'Cho, M.', 'Graff, P. B.', 'Barish, B. C.', 'Giazotto, A.', 'Vahlbruch, H.', 'Kim, J.', 'Sorazu, B.', 'Sassolas, B.', 'Genin, E.', 'Babak, S.', 'Gopakumar, A.', 'Conti, L.', 'Sanchez, E. J.', 'Krueger, C.', 'Canton, T. Dal', 'Nuttall, L. K.', 'Pan, Y.', 'Blackburn, J. K.', 'Meyers, P. M.', 'van Heijningen, J. V.', 'Bilenko, I. A.', 'Kondrashov, V.', 'Szczepańczyk, M. J.', 'Talukder, D.', 'Edwards, M. C.', 'Green, A. C.', 'Quitzow-James, R.', 'Swinkels, B. L.', 'Willke, B.', 'Kowalska, I.', 'Lockerbie, N. A.', 'Brillet, A.', 'Sengupta, A. S.', 'Zhang, M.', 'Jonker, R. J. G.', 'Oh, S. H.', 'Kasprzack, M.', 'Kringel, V.', 'Messenger, C.', 'Brown, N. M.', 'Penn, S.', 'Khan, Z.', 'Wang, X.', 'Wei, L. -W.', 'Colla, A.', 'Moraru, D.', 'Smith, N. D.', 'Hennig, J.', 'Kim, Namjun', 'Martellini, L.', 'Staley, A.', 'Martin, I. W.', 'Weiss, R.', 'Fiorucci, D.', 'Rolland, L.', 'Vitale, S.', 'Guidi, G. M.', 'Thrane, E.', 'Fair, H.', 'Dent, T.', 'Mohan, M.', 'Riles, K.', 'Groot, P.', 'Messick, C.', 'Rowan, S.', 'Ottens, R. S.', 'Pürrer, M.', 'Jawahar, S.', 'Littenberg, T. B.', 'Donovan, F.', 'Rollins, J. G.', 'Viceré, A.', 'Necula, V.', 'Vo, T.', 'Koley, S.', 'Melatos, A.', 'Husa, S.', 'Márka, S.', 'Lazzaro, C.', 'Ain, A.', 'Reyes, S. D.', 'Effler, A.', 'Sanders, J. R.', 'Fletcher, M.', 'Mansell, G. L.', 'Chakraborty, R.', 'Davier, M.', 'Izumi, K.', 'Giardina, K. D.', 'Haster, C. -J.', 'Harms, J.', 'Vetrano, F.', 'Gushwa, K. E.', 'Hemming, G.', 'Bader, M. K. M.', 'Tanner, D. B.', 'Krishnan, B.', 'Chen, H. Y.', 'Overmier, H.', 'Bojtos, P.', 'Passaquieti, R.', 'Dwyer, S. E.', 'Vocca, H.', 'Ochsner, E.', 'Devine, C.', 'Marion, F.', 'Sorrentino, F.', 'Altin, P. A.', 'Acernese, F.', 'Day, R.', 'Meshkov, S.', 'Wessels, P.', 'Ohme, F.', 'Hanna, C.', 'London, L. T.', 'Winkler, W.', 'Simakov, D.', 'Diaz, J. Casanueva', 'Mendoza-Gandara, D.', 'Ming, J.', 'Favata, M.', 'McCormick, S.', 'Shoemaker, D. H.', 'Kim, K.', 'Shaltev, M.', 'Wright, J. L.', 'DeSalvo, R.', 'Arceneaux, C. C.', 'Price, L. R.', 'Katsavounidis, E.', 'Bork, R.', 'Holt, K.', 'Ma, Y.', 'Buy, C.', 'Gondan, L.', 'Srivastava, A. K.', 'Cuoco, E.', 'Heurs, M.', 'Maksimovic, I.', 'Maros, E.', 'Ghosh, S.', 'Neri, M.', 'Factourovich, M.', 'Huerta, E. A.', 'Vorvick, C.', 'Rabeling, D. S.', 'Quetschke, V.', 'Danilishin, S. L.', 'Wade, M.', 'Chu, Q.', 'Byer, R. L.', 'Cominsky, L.', 'Gendre, B.', 'Dergachev, V.', 'Hartman, M. T.', 'Iyer, B. R.', 'Allocca, A.', 'Vass, S.', 'Carbognani, F.', 'Di Virgilio, A.', 'Thorne, K. S.', 'Munch, J.', 'Fairhurst, S.', 'Meidam, J.', 'Tonelli, M.', 'Campanelli, M.', 'Caudill, S.', 'Couvares, P.', 'Creighton, J. D. E.', 'Leong, J. R.', 'Lee, H. M.', 'Ugolini, D.', 'Hodge, K. A.', 'Isa, H. N.', 'Blair, C. D.', 'Cagnoli, G.', 'Di Giovanni, M.', 'Kinzel, D. L.', 'Man, N.', 'Cunningham, L.', 'Edo, T. B.', 'Ossokine, S.', 'Mow-Lowry, C. M.', 'Ward, R. L.', 'Kinsey, M.', 'Kontos, A.', 'Pant, B. C.', 'Collette, C. G.', 'Farinon, S.', 'Pan, H.', 'Romie, J. H.', 'Son, E. J.', 'Lorenzini, M.', 'Yamamoto, H.', 'Bartlett, J.', 'Vaulin, R.', 'Kutynia, A.', 'Mukherjee, S.', 'Etienne, Z.', 'Yap, M. J.', 'Kennedy, R.']",2016/02/11,2016/06/20,['General Relativity and Quantum Cosmology (gr-qc)'],['High Energy Astrophysical Phenomena (astro-ph.HE)'],[],[]
['Thomas Lewton'],2020-07-23,How Bits of Quantum Gravity Can Buzz,2005.07211,The Noise of Gravitons,"['Zahariade, George', 'Parikh, Maulik', 'Wilczek, Frank']",2020/05/14,2020/10/21,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Thomas Lewton'],2020-07-23,How Bits of Quantum Gravity Can Buzz,1902.08207,Observational Signatures of Quantum Gravity in Interferometers,"['Zurek, Kathryn M.', 'Verlinde, Erik P.']",2019/02/21,2021/10/21,['General Relativity and Quantum Cosmology (gr-qc)'],"['High Energy Physics - Phenomenology (hep-ph)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Natalie Wolchover'],2017-02-23,Physicists Uncover Geometric ‘Theory Space’,0807.0004,Bounding scalar operator dimensions in 4D CFT,"['Tonni, Erik', 'Rychkov, Vyacheslav S.', 'Rattazzi, Riccardo', 'Vichi, Alessandro']",2008/07/01,2008/12/11,['High Energy Physics - Theory (hep-th)'],['High Energy Physics - Phenomenology (hep-ph)'],[],[]
['Natalie Wolchover'],2017-02-23,Physicists Uncover Geometric ‘Theory Space’,1203.6064,Solving the 3D Ising Model with the Conformal Bootstrap,"['El-Showk, Sheer', 'Poland, David', 'Simmons-Duffin, David', 'Paulos, Miguel F.', 'Rychkov, Slava', 'Vichi, Alessandro']",2012/03/27,2012/08/01,['High Energy Physics - Theory (hep-th)'],['Statistical Mechanics (cond-mat.stat-mech)'],[],[]
['Natalie Wolchover'],2017-02-23,Physicists Uncover Geometric ‘Theory Space’,1603.04436,Precision Islands in the Ising and $O(N)$ Models,"['Kos, Filip', 'Poland, David', 'Vichi, Alessandro', 'Simmons-Duffin, David']",2016/03/14,2016/03/14,['High Energy Physics - Theory (hep-th)'],"['Statistical Mechanics (cond-mat.stat-mech)', 'Strongly Correlated Electrons (cond-mat.str-el)']",[],[]
['Natalie Wolchover'],2017-02-23,Physicists Uncover Geometric ‘Theory Space’,hep-th/9711200,The Large N Limit of Superconformal Field Theories and Supergravity,"['Maldacena, Juan M.']",1997/11/27,1998/01/22,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2017-02-23,Physicists Uncover Geometric ‘Theory Space’,0907.0151,Holography from Conformal Field Theory,"['Polchinski, Joseph', 'Penedones, Joao', 'Sully, James', 'Heemskerk, Idse']",2009/07/01,2009/10/05,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2019-08-01,The Universal Law That Aims Time’s Arrow,1810.08143,Non-thermal fixed points: Universal dynamics far from equilibrium,"['Schmied, Christian-Marcel', 'Gasenzer, Thomas', 'Mikheev, Aleksandr N.']",2018/10/18,2019/11/12,['Quantum Gases (cond-mat.quant-gas)'],"['Statistical Mechanics (cond-mat.stat-mech)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Natalie Wolchover'],2019-08-01,The Universal Law That Aims Time’s Arrow,0803.0131,Non-thermal fixed points: effective weak-coupling for strongly correlated systems far from equilibrium,"['Berges, J.', 'Rothkopf, A.', 'Schmidt, J.']",2008/03/03,2008/03/03,['High Energy Physics - Phenomenology (hep-ph)'],"['Other Condensed Matter (cond-mat.other)', 'High Energy Physics - Theory (hep-th)', 'Nuclear Theory (nucl-th)']",[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2211.09055,A constant lower bound for the union-closed sets conjecture,"['Gilmer, Justin']",2022/11/16,2022/11/28,['Combinatorics (math.CO)'],[],[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2211.11689,Approximate union closed conjecture,"['Chase, Zachary', 'Lovett, Shachar']",2022/11/21,2022/11/21,['Combinatorics (math.CO)'],[],[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2211.11731,Improved Lower Bound for Frankl's Union-Closed Sets Conjecture,"['Huang, Brice', 'Alweiss, Ryan', 'Sellke, Mark']",2022/11/21,2022/12/02,['Combinatorics (math.CO)'],[],[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2211.11504,An improved lower bound for the union-closed set conjecture,"['Sawin, Will']",2022/11/21,2022/11/21,['Combinatorics (math.CO)'],[],[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2212.00658,Dimension-Free Bounds for the Union-Closed Sets Conjecture,"['Yu, Lei']",2022/12/01,2022/12/01,['Combinatorics (math.CO)'],['Information Theory (cs.IT)'],[],[]
['Kevin Hartnett'],2023-01-03,"Long Out of Math, an AI Programmer Cracks a Pure Math Problem",2211.13139,Extension of a Method of Gilmer,"['Pebody, Luke']",2022/11/23,2022/11/23,['Combinatorics (math.CO)'],[],[],[]
